,Title,Label
720,"CJ씨푸드, CJ제일제당과 1619억원 규모 상품공급",-1.0
721,"HMC證, CJ대한통운 목표가 26만원으로 상향",1.0
722,"CJ제일제당 '비비고 왕교자', 단일 브랜드 국내 최초 월 매출 100억 돌파",1.0
723,"11번가, 유아·생활용품 마케팅 강화",1.0
724,"""CJ제일제당, 작년 4Q 실적 기대치 부합 전망…주가 저평가 상황 '매수'""",1.0
725,"자사제품끼리 1등 경쟁…CJ제일제당, 히트상품 배출에 행복한 고민",1.0
726,[서민물가 비상]장바구니 속 제품 추가 도미노 인상 예고,1.0
727,[서민물가 비상]소주값 인상發 연쇄 가격 폭탄...가계 부담 가중(종합),1.0
728,탄산에 빠진 음료·주류업계…정체기 빠진 시장에 '단비'(종합),1.0
729,"""톡 쏘는 맛에 반했다"" 물도 술도 탄산바람",1.0
730,"새해 결심, 아침밥으로 건강 챙기기",1.0
731,"신영證, CJ제일제당 투자의견 '매수'로 상향조정",1.0
732,"CJ제일제당, 中 바이오 사업 활개 띈다…매화생물과 협약",1.0
733,"[내수 살리는 新소비인간]싱글族의 작은사치, 유통업계에 '봄바람'",-1.0
734,증시 안갯속 목표주가 하향 보고서 봇물,-1.0
735,"CJ제일제당 ""中 매화홀딩스 인수 추진 MOU 체결""",-1.0
736,"CJ제일제당, ‘2016 건강한 단맛 프로젝트’ 실시",-1.0
737,"설 선물세트 출시 봇물, '중저가 실속 세트' 인기 끌 듯(종합)",1.0
738,"CJ제일제당, ‘진심’ 담은 설 선물세트 선보여",1.0
739,"[소비야 제발 놀자]식음료 업계, 1인 가구 공략·해외진출 '속도'",1.0
740,"현대證 ""성장 업황과 실적주에 주목하라""",-1.0
741,"CJ제일제당 '햇반 컵반', 러시아서 통했다",-1.0
742,1인가구·집밥 열풍에 먹거리 패권다품 '온라인속으로',-1.0
743,"CJ제일제당 백설 요리양념, 마니커와 협업 마케팅 진행",1.0
744,"[설 선물의 경제학]불황의 그늘, 1만원짜리 세트로 체면치레",1.0
745,"CJ제일제당, “100% 토종원초로 만든 김 선물세트 10종 출시",-1.0
746,[반란의 경제학]진짬뽕의 습격…신라면의 굴욕,-1.0
747,"겨울철 사무실 건조주의보, 몸 속 수분 충전하는 ‘뷰티음료’ 주목",-1.0
748,집에서 '몸짱' 된다…'나홀로' 제품들은?,-1.0
749,"CJ프레시웨이, ""단체급식 점포 위생 안전, 우리가 책임진다""",-1.0
750,"[2016 아시아소비자대상]철저한 관리 시스템, 안전한 먹거리 급부상",1.0
751,"CJ제일제당, 청소년 초청 '따뜻한 나눔의 쿠킹 클래스' 실시",1.0
752,[아침밥 전쟁]인스턴트 인식 넘어 '집밥'으로의 진화,1.0
753,"CJ제일제당, 다양한 복합세트로 건강세트 시장 공략",1.0
754,큼지막한 속재료와 '주름'의 기능에 두 번 놀란 '비비고 왕교자',1.0
755,"식품업계, ""밸런타인데이 특수를 잡아라"" 시즌 마케팅 돌입",-1.0
756,"CJ제일제당, 신제품 개발 '주부연구원' 모집",-1.0
757,"CJ제일제당 쁘띠첼, 밸런타인데이 기념 ‘쁘띠북 러브 에디션’ 출시",-1.0
758,"CJ제일제당, 지난해 영업익 5865억…전년비 35.9%↑",-1.0
759,"CJ도너스캠프, 공부방 등에 'CJ명절밥상' 봉사활동 진행",-1.0
760,"CJ제일제당, 지난해 영업익 7514억원…전년비 29.6%↑",-1.0
761,"[스타 PB 전략 엿보기]④ KB투자증권 장성호 ""제약·헬스케어 등 성장주 노려야""",-1.0
762,"장 종료 후 ""이 공시 눈에 띄네""(코스피-4일)",-1.0
763,"CJ제일제당, 국내산 쌀로 만든 '쁘띠첼 라이스푸딩' 출시",-1.0
764,"건강한 설 음식 비법, 대세 ‘들기름’ 활용 레시피",-1.0
765,"[스타PB 전략 엿보기]⑤김형표 NH투자증권 WM팀장 ""불황에 투자하라""",-1.0
766,"1조8000억 시장 '떠오르는 큰 손', 반려동물족을 잡아라",-1.0
767,"CJ제일제당, 가쓰오 대신 멸치로 육수 낸 '심야 우동' 출시",-1.0
768,"CJ제일제당, 개성공단 입주 중소기업 ‘성림’ 지원책 발표",-1.0
769,"유통·식품업계, 정월대보름 맞이 이벤트 ‘풍성’",-1.0
770,"CJ제일제당 'BYO 유산균' 론칭 1년, ‘한국형 유산균’ 열풍 이끌어",1.0
771,"[솔로 이코노미]1인가구 600만시대…유통가, 나홀로族 모십니다",1.0
772,"CJ프레시웨이, 지역아동센터 초청 쿠킹클래스 진행",-1.0
773,라이벌은 나의 힘…기업장수의 비밀,1.0
774,막오른 공채시즌…그룹별 채용규모와 특징은,1.0
775,[경쟁은 나의 힘]빵 역사 새로 쓴 '파리바게뜨·뚜레주르'…단팥빵에서 고급 베이커리로,1.0
776,"이재현 CJ 회장, 그룹 모든 등기이사 사퇴…""건강 상태 고려""",1.0
777,"CJ제일제당, ‘미국 연구개발 센터’ 구축…한식 글로벌 박차",1.0
778,"코스피로 이사가는 동서, 반등할까",1.0
779,신격호·이재현 등기이사 사퇴…'세대교체·전문경영인 체제' 본격화(종합),1.0
780,"CJ제일제당, 中 수출용 장류 '큐알코드' 디지털 마케팅 실시",1.0
781,"[실버쇼퍼 전성시대]건강 고려한 특수식품 시장 급성장…""너도 나도 개발""",1.0
782,화이트데이 초간단 '만능 칵테일 재료' 추천,1.0
783,"CJ제일제당 햇반, 커리·짜장으로 간편식 제품 확대",1.0
784,"CJ제일제당, 해외 소비자 목소리 귀 기울인다",1.0
785,"취업선호도 1위 CJ그룹, 올해 신규 청년 일자리 9500개 만든다",1.0
786,"주총시즌 맞은 식품업계, '신사업 추가·이사 선임' 눈길",-1.0
787,"CJ제일제당 쁘띠첼 스윗롤, 봄 맞아 리뉴얼 제품 출시",-1.0
788,[르포]비비고 비벼도 부족한 '비비고 왕교자',-1.0
789,"CJ제일제당, 칼로리 10분의1로 줄인 액상당 선보여",1.0
790,혼밥족 증가에 냉동밥 인기…매년 50% 성장세,-1.0
791,"[2016슈퍼주총]""나보다 회사가 우선"" 백의종군 현정은·이선후퇴 이재현…",1.0
792,"CJ제일제당, 맛의 '실크로드' 글로벌 사업 박차",1.0
793,"[2016 슈퍼주총]이재현 CJ그룹 회장, 전 계열사 등기이사 사퇴",1.0
794,"롯데·CJ 등 유통업계 18일 '슈퍼 주총데이', 핵심 안건은",1.0
795,"CJ제일제당, 이재현 대표이사 임기 만료…손경식·김철하 대표 체제로 변경",1.0
796,"CJ그룹, 잡인사이드 방송…접속자 1000명 기록",-1.0
797,"CJ제일제당, 中 아미노산 업체 '하이더' 인수…바이오사업 확대",-1.0
798,[유통 '셀프파괴']외식-점포도 메뉴도 신장개업,-1.0
799,다음달 우량 회사채 1조7000억원 어치 풀린다,-1.0
800,"장 종료 후 ""이 공시 눈에 띄네""(코스피-18일)",-1.0
801,"CJ제일제당 고추장 체지방 개선 기능성 연구, 해외 학술지 등재",-1.0
802,"CJ제일제당 카놀라유, 누적 판매 1억병 돌파…대세油 등극",1.0
803,"CJ제일제당, 미래 식량 자원 '식용곤충' 연구개발 착수",-1.0
804,"""그 안건은 반대!""…'주총 거수기' 거부하는 독립·외국계 운용사",-1.0
805,"CJ그룹 이재현 회장의 장남 이선호씨, 클라라 사촌과 결혼",-1.0
806,"이재현 CJ 회장 장남 선호씨, 다음달 결혼…식사자리로 혼례 대신",-1.0
807,"CJ제일제당, 디자이너와 협업한 '쁘띠첼 스윗푸딩' 한정판 출시",-1.0
808,"클라라 사촌 이래나씨, CJ그룹 이선호씨와 결혼 ‘지덕체 겸비한 엄친딸’",-1.0
809,"CJ제일제당, 전문 셰프 레시피 적용한 '유러피안 드레싱' 2종 출시",-1.0
810,소화기관 전체 도움 주는 '프로바이오틱스 유산균' 제품 인기,-1.0
811,"아기 이유식·가정간편식, 아이디어 접목한 '포장 패키지의 진화'",-1.0
812,"CJ제일제당, 부침·튀김에 최적화한 '백설 바삭한 요리유' 출시",-1.0
813,"CJ제일제당, '비비고 김스낵'으로 요우커 공략 박차",1.0
814,"CJ제일제당 바이오사업, UN 우수 개발협력 모델 인정",-1.0
815,"유통업계, 트렌디한 싱글 라이프 스타일 담아 ‘혼족’ 공략",-1.0
816,"""4월 실적시즌, 보수적인 전략 갖고 투자하라""",-1.0
817,라이프스타일 변화에 '후랑크·슬라이스햄' 소비 증가,1.0
818,"햇반 컵반, 출시 1년간 1200만개 판매…'국민 간편식' 자리매김",-1.0
819,정부 ‘설탕과의 전쟁’에 저당식품 눈길,-1.0
820,"""레토르트 제품 잘 나갑니다""…두자릿수 고공 성장",-1.0
821,"CJ제일제당, '쁘띠첼 파파독의 심쿵박스' 출시",-1.0
822,"손경식 CJ 회장, 왕셴쿠이 中 헤이룽장성 당 서기와 환담",-1.0
823,"CJ제일제당 김치유산균, 美 식품의약국 식품원료 등재",-1.0
824,캠핑족 먹거리 트렌드 “야외서도 레스토랑처럼 먹고 마셔요”,-1.0
825,"CJ제일제당, 일본 한류행사서 한식 홍보",-1.0
826,"[클릭 e종목]CJ제일제당, 펀더멘털에 비해 기업가치 저평가",-1.0
827,"CJ제일제당, '홈 브런치' 승부수…시장 선점 박차",1.0
828,"CJ프레시웨이, 농가 상생 드라이브 ‘박차’",-1.0
829,"식음료업계, 1분기 장사 못했다…KT&G만 웃을 듯",-1.0
830,‘2030 헬시족’을 위한 건강 식음료 인기,-1.0
831,"CJ제일제당 '메티에', 2016 서울 커피엑스포 참가",1.0
832,지배구조 규준에 쏠린 눈…주요 기업 '공청회' 총출동,1.0
833,진도 농수특산물 통합 마케팅 활동 강화,1.0
834,"CJ제일제당, 냉장햄 시장 돌풍 이어간다…더건강한 햄 매출 100억 목표",1.0
835,"삼성證, ""음식료 업종, 일부 품목 가격인상 투자심리 개선시킬 것""",1.0
836,음식 맛 살려줄 전문 식재료로 집밥 '레벨 업',1.0
837,삼성전자 임원-직원간 보수격차 66배…52개 상장사 중 가장 커,1.0
838,"AK몰, 피크닉·캠핑 특가상품 최고 60% 할인",-1.0
839,부침·튀김가루 시장에 부는 프리미엄 바람,1.0
840,"11번가, 직매입 사업 본격화…단독 상품 확대",1.0
841,"미니소시지, '1인 가구·혼술족' 증가에 편의점서 승승장구",1.0
842,"[司正바람부는 재계]다음 타깃은 누구…재계, 세무조사 파장 촉각",1.0
843,"쁘띠첼, 광고모델로 '아이오아이' 발탁",-1.0
844,"백설 올리브유, 르크루제와 협업 리미티드 세트 출시",-1.0
845,"식품업계, '영양 성분·제품 개발 스토리' 담은 이색 제품 인기",-1.0
846,"식품업계, 집에서 간편하게 즐기는 지역 별미 인기",-1.0
847,"CJ제일제당 '햇반 컵반, 일본·홍콩 현지 유통 체인 입점",1.0
848,[국민건강 프로젝트]설탕 빼도 맛 살린다…식품기업들 '탈당'의 마술,1.0
849,"CJ제일제당, ‘한뿌리 맛있는 건강즙’ 4종 출시",1.0
850,"가격 가장 많이 오른 제품 '탄산음료'…3년간 14.6%↑, 물가상승률比 4.4배",1.0
851,'홈술족' 위한 간편 맥주 안주로 '만두' 인기,1.0
852,[식탁 위 감칠맛이 바뀐다]평범한 소스는 가라…이색 소스·향신료 뜬다,1.0
853,[식탁 위 감칠맛이 바뀐다]설탕전쟁…무조건 줄이는 게 능사다?,1.0
854,[식탁 위 감칠맛이 바뀐다]짠맛에 중독된 한국인…나트륨 섭취 줄었나,1.0
855,[식탁 위 감칠맛이 바뀐다]조미료도 건강이 우선…'가루'보다 '액상',1.0
856,[식탁 위 감칠맛이 바뀐다]MSG는 몸에 나쁘다? 편견과 싸우는 조미료,1.0
857,CJ오쇼핑 신임 대표이사에 허민회 CJ제일제당 경영지원 총괄 부사장 선임,1.0
858,"[유통 핫피플]""맛있는 집밥, 언제 어디서든 '다담' 하나면 해결돼요""",1.0
859,[국민건강 프로젝트]'설탕과의 전쟁'에 뜨는 '대체 감미료',1.0
860,'당·칼로리 걱정 끝' 홈메이드 도시락 밑재료 주목,-1.0
861,"'CJ알래스카연어', 출시 3주년 맞아 '맛' 리뉴얼 단행",1.0
862,"CJ제일제당, 슈퍼곡물 넣은 'H.O.P.E 발효효소' 출시",1.0
863,왕교자전쟁…냉동만두시장 혈투 예고,1.0
864,"CJ제일제당, 신개념 과일발효액 '쁘띠첼 워터팝' 출시",1.0
865,[직장인의 삼시세끼]요리한 것처럼 근사하게…남자들의 간편식,1.0
866,황금연휴 더욱 즐겁게 보내는 '에너지-업 식음료' 제안,1.0
867,"CJ제일제당, '백설 올리브유 리미티드 세트' 완판 행진",1.0
868,"CJ제일제당, 전 사업부문 성장 1분기 매출 전년比 9.8%↑",1.0
869,"CJ제일제당, 1Q 당기순이익 1494억…전년比 49%↑",1.0
870,"CJ제일제당, ‘심플’ 콘셉트 냉장햄 'The더건강한 자연재료' 대박 조짐",-1.0
871,"장애인 고용 외면하는 대기업…금융사, 공공기관 대거 포함",-1.0
872,"CJ제일제당, 'CJ알래스카연어' 리뉴얼 후 마케팅 강화",1.0
873,"CJ제일제당, 스틱형 분말 다이어트식품 '팻다운 톡' 출시",-1.0
874,"식·음료업계, 여름맞이 ‘슬림 제품’이 몰려온다",-1.0
875,"CJ제일제당, 디저트 강화한다…쁘띠첼, 연 매출 3천억 '메가 브랜드'로 육성",1.0
876,"손경식 CJ회장, 인도네시아 대통령과 협력 논의",1.0
877,"'광교 SK VIEW 레이크 타워', 기업 운영에 맞춘 인프라 구축",1.0
878,[굿모닝 증시]선방한 1분기 실적,-1.0
879,"CJ제일제당 '고메치킨', 출시 5개월 누적 매출 50억 돌파 '인기몰이'",-1.0
880,"CJ제일제당 '비비고 왕교자', 계절 비수기에도 판매량 '수직상승'",-1.0
881,올해의 식품 키워드는 ‘P.R.I.D.E’,-1.0
882,"식품업계, 식품첨가물 뺀 '심플푸드' 뜬다",-1.0
883,"오너 리스크 현실화 되나, CJ제일제당 中 매화그룹 인수 결렬",-1.0
884,"CJ제일제당 ""중국 매화생물과학기술 인수 검토 종료""",-1.0
885,"정체된 '조미김' 시장, '김 스낵'으로 활로 모색",1.0
886,된장 면역력 향상 효과 국제적 인정…독감·아토피 저항력 증진 탁월,1.0
887,"[클릭 e종목]""CJ제일제당, 매화그룹 인수포기는 좋은 결정""",1.0
888,"[클릭 e종목]""CJ제일제당, 식품 기업으로서의 정체성 강화""",1.0
889,"CJ제일제당, 'CJ알래스카연어' 모델로 ‘아이오아이’ 전소미 선정",1.0
890,"까다로운 인증 절차 '할랄·코셔', 식품에서 건강기능식품으로 이동",1.0
891,"식음료업계, 기술력으로 무더위 이긴 ‘신선 먹거리’ 인기",1.0
892,"CJ제일제당, 한류 열풍 중심지 싱가포르 입맛 잡은 '비비고'",-1.0
893,"종자법인 CJ브리딩, 우수 종자 상품화 적극 나서",1.0
894,"CJ제일제당 쁘띠첼, 아이오아이 첫 번째 광고 공개",-1.0
895,"CJ제일제당, 냉장 햇반 컵반 2종 출시…편의점 공략 박차",-1.0
896,맥주와 환상궁합 '비비고 왕교자'…'치맥 대신 왕맥',-1.0
897,"CJ제일제당, ‘팻다운 스페셜’ 출시 기념 홈쇼핑 방송 론칭",-1.0
898,"CJ제일제당, 카페 소재 브랜드 '메티에' 할랄 인증…동남아 공략 박차",-1.0
899,"CJ제일제당 '비비고', 상온 간편식 시장 본격 공략",-1.0
900,[제약 리베이트 흑역사②]신약도 업계 1위도 '뒷돈'에 무너졌다,1.0
901,근무환경에도 인프라 중요성 ↑,1.0
902,맛살 춘추전국시대…브런치·연어 '고급화',1.0
903,"CJ제일제당, ‘2016 올리브 오일 위크’ 개최",1.0
904,건강 지키고 취향까지 더한 '셀프메이드 음료' 인기,1.0
905,"CJ제일제당, 국민 미니소시지 '맥스봉' 새 옷 입다",1.0
906,‘쁘띠첼 에끌레어’ 출시 한 달 만에 50만개 판매 '돌풍',-1.0
907,지역 내 '최초' 희소성 강조 오송 밸류호텔 세종시티 독점 상가,-1.0
908,[뉴아시아]'하오츠' CJ 비비고…만두 본고장 중국인 입맛 잡아,-1.0
909,"CJ제일제당, 전자레인지 조리 '함박스테이크·미트볼' 출시",-1.0
910,"CJ제일제당 이너비, 4조 중국 이너뷰티 시장 공략 박차",1.0
911,"CJ제일제당, 미국 한류행사 ‘KCON 2016 NY’서 한식 알리다",1.0
912,끊이지 않는 열대과일 열풍…올 여름엔 '청포도'가 대세,1.0
913,간편하게 휴대하는 ‘포켓 다이어트’ 제품 인기,1.0
914,"CJ제일제당 햇반, 간편식 성수기 ‘여름’ 공략 박차",-1.0
915,홈플러스 등 21곳 동반성장지수 최하위,-1.0
916,"[클릭 e종목]CJ제일제당, 목표가 39만2000원",-1.0
917,"상반기 회사채 위축, IPO 5년래 최대…대신證, IPO 1위",-1.0
918,"[위기의 롯데]신동주, 새로운 홍보대행사 선정…언론 대응 이어갈 듯",-1.0
919,"CJ제일제당 스팸, 아이오아이 전소미 스페셜 에디션 선보여",-1.0
920,'마르지 않는 샘' 유일한 랜드마크.. 오송-세종 일대 상가 분양,-1.0
921,"CJ제일제당, '바이오 부진' 3Q부터 해소 기대… 2Q 실적은 기대치 부합 전망",1.0
922,"""사지도 못하고 팔지도 못하고"" CJ그룹, 총수 부재에 M&A 진퇴양난",1.0
923,[유통핫피플]돈육함량 90%로 '더 건강한 햄' 육가공 무첨가 바람 일으켜,-1.0
924,"""13억 입맛 잡아라"" 삼계탕 수출 러시에 CJ제일제당 가세",-1.0
925,식품업체 하반기 전망 '우울'…경쟁 심화로 이익률 축소,-1.0
926,대학생이 가장 일하고 싶은 기업 1위는 '네이버',-1.0
927,"CJ제일제당, The더건강한 햄 블록 장난감 출시",1.0
928,톡 쏘는 탄산수 열풍…해마다 2배씩 폭발적 성장,1.0
929,"음식료업종, 하반기 먹구름…이익 부진 전망",1.0
930,"CJ제일제당, '한뿌리 진생베리' 홍삼·흑삼 2종 출시",1.0
931,"[클릭 e종목]CJ제일제당, 갈수록 세지는 실적 모멘텀",1.0
932,"CJ그룹, 미래 문화인재 육성 '꿈키움창의학교' 4기 운영",1.0
933,"맥스봉, 누적매출 3천억 돌파…""1분에 100개 팔렸다""",1.0
934,"CJ제일제당 '고메 스테이크', 출시 첫 달 매출 15억원…히트상품 예고",-1.0
935,"식음료업계, 속까지 얼리는 ‘쿨링푸드’ 주목",-1.0
936,"CJ제일제당, 세계 최대 식품과학박람회서 연구개발 경쟁력 선봬",-1.0
937,"CJ제일제당 역발상, 가족 공략용 반조리 편의식 '백설 쿠킷' 출시",1.0
938,"국민 반찬 '김'의 간식화, 식품업계 '김'으로 소비자 입맛 공략 박차",1.0
939,"CJ제일제당, 단백질 섭취 불가능한 환아들 위해 ‘햇반 저단백밥’ 후원",1.0
940,"CJ그룹, 임직원 2000여명 ‘공부방 건강한 여름나기’ 봉사 실시",-1.0
941,"CJ온마트, 60만 회원 보유 전문 쇼핑몰로 성장",-1.0
942,"대학생이 취업하고 싶은 기업? 男 1위 ‘삼성전자’, 女 1위 ‘CJ제일제당’",1.0
943,[신상 뜯어보기]전자레인지 2분·끓는물 2분…부드러운 식감 거뜬한 한끼,-1.0
944,"CJ대한통운, 中TCL그룹과 물류합작사 CJ스피덱스 설립",-1.0
945,"CJ제일제당 ""추석 선물 세트 미리 준비하세요""",-1.0
946,"CJ제일제당, 전 사업 고른 성장 2Q 매출 2조2062억…전년比 12.2%↑",1.0
947,"CJ제일제당, 2분기 영업익 2105억원…전년比 9% ↑",1.0
948,"CJ제일제당-해태제과, 뜨거운 여름 벌이는 치열한 '만두 대전'",1.0
949,"CJ제일제당, ‘BYO 피부유산균’으로 아토피 환아 가족캠프 후원",1.0
950,"[유통은 상상놀이터]모태는 식품기업, CJ가 '한류'에 열올리는 까닭",1.0
951,"[코스피 2030]기관, 삼성·은행주 집중적으로 샀다",1.0
952,[코스피2030]外人 네이버 '사고' 삼성전자 '팔고',1.0
953,"CJ제일제당, 주가 상승 여력 충분하다",1.0
954,"CJ제일제당 '해찬들', 장류 소비촉진 레시피 마케팅 실시",1.0
955,"CJ제일제당, 입문용 푸딩 '쁘띠첼 푸딩 바나나' 출시",1.0
956,"[반려동물 경제학]반려동물인구 천만시대…업계 ""2兆 시장을 잡아라""(종합)",1.0
957,"[반려동물 경제학]'웰빙'이 대세, 치열해진 사료 시장",1.0
958,[반려동물 경제학]대기업도 가세 '삼푸 전쟁' 시작됐다,1.0
959,"원고시대를 맞이는 증시, 수혜주와 피해주는?",1.0
960,"[이재현 회장 사면]광복절 특사 이재현, ""생명 연장 기회 얻다""(종합)",-1.0
961,[이재현 회장 사면] 향후 거취는?,-1.0
962,[이재현 회장 사면]건강리스크·경영권 승계 등 현안 산재,-1.0
963,"전소미, CJ제일제당 '스팸연어세트' 모델로 발탁",-1.0
964,"햇반 컵반, '콩나물국밥' 출시…간편식 제품군 확대",1.0
965,"CJ제일제당, '맥스봉 허니버터맛 오징어' 출시",1.0
966,"[포커스人]오픈마켓의 변신, 사령관이 뛴다",-1.0
967,"CJ그룹, 추석 맞아 협력업체 결제 대금 1조원 조기 지급",-1.0
968,"올 추석 중저가 선물 대세, 10명 중 8명 ‘1만~4만원대’ 구매 계획",-1.0
969,"CJ제일제당, 디자이너 효재와 협업 ‘참기름 선물세트’ 한정판 판매",-1.0
970,"CJ제일제당, 글로벌 바이오사업 연구개발 기반 강화",-1.0
971,[역주행 의식주]라면·과자 과다경쟁…음식료株 최저가 속출,-1.0
972,"CJ제일제당, ‘2~5만원 중저가·복합형’ 앞세운 추석 선물세트 판매",1.0
973,"디저트의 역설…불황 속 '작은사치', 2년새 5배 고속성장",1.0
974,[유통한류 美상륙]'K-푸드' 즐기며 'K-주류'에 취하는 美 대륙,-1.0
975,"CJ그룹, 포춘紙 ‘세상을 바꿀 주목할만한 혁신 기업’ 선정",-1.0
976,"CJ제일제당 한뿌리, ‘흑삼 마케팅’으로 추석 선물세트 시장 공략",-1.0
977,날개 단 '마니아 푸드'…'반짝 인기' 넘어 트렌드로,1.0
978,"추석 앞둔 식품업계, 치열해지는 '돈(豚) 전쟁'",-1.0
979,"뚜레쥬르, 김치 유산균 첨가한 빵·케이크 출시",-1.0
980,"CJ그룹, 소비자와 함께 모은 ‘미네워터 기부금’ 유니세프 전달",1.0
981,"백설 올리고당, 식이섬유 앞세워 명절 성수기 잡는다",1.0
982,"김영란법 앞두고 캔햄시장, 치열한 '豚전쟁'",1.0
983,朴대통령 러시아-라오스 순방 경제사절단 확정,1.0
984,"CJ제일제당, 고객참여형 식품 나눔활동 ‘진심 프로젝트’ 실시",1.0
985,"전남복지재단, 3대 대표이사에 곽대석 씨 선임",1.0
986,"[아시아초대석] ""TV화면만 봐도 '창조경제 유통채널' 알게끔 만들겠다""",1.0
987,"CJ제일제당, '2016 올리브 푸드 페스티벌' 참가",1.0
988,"CJ그룹, 하반기 대졸 신입사원 1700명 채용",-1.0
989,"CJ제일제당, 차세대 감미료 전문 브랜드 '백설 스위트리' 출범",-1.0
990,"""불황은 없다"" 2조 반려동물 시장 선점 전쟁 치열",-1.0
991,"[미리보는 하반기 실적]백화점, 김영란법 악재…편의점마저 하향 조정",-1.0
992,"CJ그룹, 추석 맞아 주한 외교관 초청 한식문화 체험 행사 진행",-1.0
993,"‘1조원 식품 선물세트 시장’, 스타 모델 앞세운 '별 들의 전쟁'",-1.0
994,"CJ제일제당, 김치유산균 시리즈 ‘BYO 멀티유산균’ 출시",-1.0
995,"[클릭 e종목]""CJ제일제당, 3Q 전 부문 순항 전망…식품부문 차별화""",-1.0
996,"서울시, '퇴근 후 2시간과정' 개설…""미래 설계 하세요""",-1.0
997,"""과자·우유·초콜릿까지"" 유산균 시장 가파른 성장",1.0
998,"CJ대한통운, 말레이시아 2위 물류기업 인수",1.0
999,"CJ제일제당 이너비, ‘리커버리 히알루톡스패치·래핑마스크’ 출시",-1.0
1000,"CJ제일제당, 농협 주관 ‘우리쌀 소비촉진 우수기업’ 선정",-1.0
1001,"식음료업계, 2030세대 '소장욕구' 마케팅 인기",-1.0
1002,일상의 맛에 ‘정성’ 더하니 소비자 마음 ‘흔들’,-1.0
1003,[이슈人]'CJ 내부 첫 부회장 승진' 김철하 CJ제일제당 대표,-1.0
1004,"CJ그룹, 3년만에 대규모 '임원승진 인사' 단행",-1.0
1005,"CJ제일제당·CJ프레시웨이, 베트남 국영과 양해각서 체결",-1.0
1006,"CJ제일제당, 'The더건강한 햄' 모델 전지현 발탁",-1.0
1007,냉동만두 시장 경쟁 치열…만두소 차별화로 승부수,-1.0
1008,'연휴 후유증' 피부·신체 회복시켜 주는 제품 봇물,-1.0
1009,"건강한 추석 음식 준비, 건강한 재료 선택부터 시작",-1.0
1010,"[클릭 e종목]""CJ제일제당, 지금이 매수 기회""…목표주가 55만원",-1.0
1011,'월급쟁이' 임원 중 주식부자 1위는 최지성 삼성전자 부회장…평가액 100억원 육박,-1.0
1012,"코웨이, CEO교체로 니켈 파문 지운다",-1.0
1013,코웨이 신임 대표에 이해선 전 CJ제일제당 공동대표 내정,-1.0
1014,"[클릭 e종목]CJ제일제당, 하반기 외형성장 지속 가능…목표가 54만원",-1.0
1015,"CJ제일제당, ‘고메 핫도그’ 대박 조짐",1.0
1016,"""싹쓸이 쇼핑은 옛말""…스마트 싼커, 취향소비한다",1.0
1017,"[유통, 욕 보이기]장난감 모으려고 과자산다? '소장욕구' 자극하는 식음료",1.0
1018,"CJ제일제당, ‘2016 CJ슈퍼레이스’ 행사 참여",-1.0
1019,"홈플러스, 2주간 대규모 ‘세일 페스타’ 실시",-1.0
1020,지난해 식품산업 생산실적 70조4000억…연 평균 5%씩 성장,1.0
1021,"CJ제일제당, 2016 희망나눔 선물세트 조립봉사 실시",1.0
1022,"CJ제일제당, 일자리창출 정부포상서 대통령표창 수상",-1.0
1023,"홈플러스, 오늘부터 2주간 '세일페스타' 돌입",-1.0
1024,"CJ제일제당, ‘2016 코리아세일페스타’ 개막 행사 참여",-1.0
1025,"CJ제일제당, 만능 프리미엄유 'CJ 리얼 코코넛 오일' 출시",-1.0
1026,"'대박상품' 하나, 열 제품 안부럽다",1.0
1027,"CJ제일제당, 'The더건강한 햄' 신규 TV광고 온에어",1.0
1028,"‘숫자’에 빠진 식품업계, ‘간단, 명료’ 숫자마케팅 활발",1.0
1029,저칼로리 식재료로 맛과 칼로리 동시에 잡자,1.0
1030,"CJ제일제당 '백설 쿠킷', 국내 ‘반조리 간편식’ 시장 개척",-1.0
1031,'박수받고' 떠나는 김동현 대표…코웨이 블라인드 응원,-1.0
1032,"CJ그룹, 인도네시아 일행단 한국 식문화 탐방",-1.0
1033,"CJ제일제당, 시판김 최초 불에 직접 구운 '비비고 직화구이김' 출시",-1.0
1034,"CJ제일제당 해찬들, ‘맛보장 된장 레시피 이벤트’ 실시",-1.0
1035,"농심, 즉석밥 생산 14년만에 중단…사실상 사업 철수 수순",1.0
1036,"CJ제일제당, '쁘띠첼 미초 파인애플' 출시",1.0
1037,"투썸플레이스, '푸딩' 전점 출시 확대",1.0
1038,"CJ제일제당, '김치유산균 기반 피부면역 솔루션 연구' 발표",1.0
1039,"CJ제일제당 맥스봉, ‘스토리텔링 마케팅’통했다",-1.0
1040,"CJ제일제당, 피부 수분·영양소 채워주는 ‘붙이는 이너비’ 2종 출시",1.0
1041,"[단독]농심, '즉석밥' 공장 설비 팔았다",-1.0
1042,"CJ제일제당, '고메' 출시 10개월만에 매출 200억 돌파",-1.0
1043,"CJ제일제당, BYO 멀티유산균 체험단 모집 이벤트 진행",-1.0
1044,"CJ제일제당, 비린내 없이 구수한 ‘하선정 덧장명품액젓’ 출시",1.0
1045,"[클릭 e종목]CJ제일제당, ‘견조한 성장세·역행 주가’ 오히려 매수기회",1.0
1046,[지방의 논란]'버터품귀'의 비밀…고지방 다이어트 열풍,1.0
